# sampling_rate=500
time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
3.92800,0.275622,0.294786,0.109484,-0.149820,0.111255,0.199385,0.153695,0.233494,0.284401,0.319520,0.306581,0.260120
3.93000,0.264492,0.326964,0.100966,-0.145363,0.111926,0.194984,0.155885,0.225642,0.309012,0.319654,0.300083,0.249533
3.93200,0.255501,0.269480,0.107071,-0.165053,0.136892,0.175558,0.137262,0.253463,0.270421,0.314288,0.277978,0.244522
3.93400,0.256010,0.305461,0.069261,-0.139661,0.126774,0.190291,0.130665,0.222480,0.290851,0.311103,0.303431,0.227178
3.93600,0.237000,0.281147,0.082342,-0.128109,0.105827,0.179142,0.119077,0.206273,0.266262,0.303928,0.263813,0.216773
3.93800,0.241765,0.261545,0.093622,-0.117148,0.119768,0.154715,0.142279,0.219068,0.249143,0.283931,0.278924,0.227607
3.94000,0.232351,0.273273,0.092017,-0.097266,0.123413,0.165799,0.126692,0.197807,0.258666,0.266408,0.264522,0.210858
3.94200,0.201312,0.262753,0.087920,-0.118001,0.102449,0.158131,0.114600,0.207029,0.251313,0.267860,0.246469,0.211883
3.94400,0.220654,0.245552,0.075899,-0.118455,0.104476,0.150941,0.112553,0.198632,0.232752,0.267339,0.228096,0.209478
3.94600,0.203387,0.231007,0.070497,-0.117730,0.092918,0.147522,0.111025,0.199003,0.224230,0.250260,0.226613,0.185029
3.94800,0.186470,0.227345,0.058853,-0.090238,0.109351,0.125335,0.119378,0.182425,0.221557,0.244212,0.234497,0.176840
3.95000,0.181485,0.220066,0.071470,-0.116162,0.097760,0.144417,0.100381,0.167648,0.210582,0.205784,0.202798,0.168063
3.95200,0.176091,0.191684,0.054925,-0.094880,0.103784,0.115536,0.113979,0.165947,0.201839,0.229792,0.194608,0.180037
3.95400,0.153934,0.186394,0.067840,-0.084609,0.067566,0.102772,0.097338,0.151812,0.189600,0.205471,0.176231,0.172043
3.95600,0.168524,0.186482,0.083221,-0.085326,0.092576,0.114487,0.059395,0.129847,0.145948,0.193644,0.191792,0.135571
3.95800,0.159728,0.172471,0.067341,-0.079378,0.063406,0.115728,0.083708,0.143272,0.184172,0.183963,0.187218,0.143938
3.96000,0.150509,0.167865,0.048442,-0.077303,0.065092,0.109809,0.069036,0.117454,0.164670,0.181466,0.167388,0.142929
3.96200,0.146944,0.161632,0.061458,-0.081969,0.070987,0.091010,0.062892,0.117911,0.153873,0.166598,0.170725,0.136526
3.96400,0.133014,0.149094,0.035806,-0.069319,0.062366,0.110419,0.063161,0.112117,0.131738,0.158440,0.126760,0.125324
3.96600,0.121314,0.141085,0.072860,-0.066505,0.063360,0.087229,0.077856,0.129224,0.147872,0.151055,0.122862,0.119507
3.96800,0.097187,0.121959,0.037690,-0.072817,0.054955,0.078449,0.055407,0.103980,0.115461,0.151636,0.133761,0.103749
3.97000,0.111103,0.115712,0.034547,-0.047468,0.035377,0.081595,0.078266,0.071490,0.139327,0.110501,0.096668,0.079961
3.97200,0.087950,0.108585,0.018890,-0.056168,0.056288,0.064001,0.056202,0.093984,0.125139,0.120571,0.118829,0.099877
3.97400,0.093568,0.103465,0.039273,-0.043526,0.031457,0.063294,0.054780,0.084936,0.103800,0.130029,0.114815,0.075606
3.97600,0.102797,0.092461,0.024716,-0.036113,0.038438,0.045283,0.054139,0.080872,0.099042,0.091288,0.105193,0.076007
3.97800,0.089772,0.079923,0.020996,-0.063918,0.030880,0.068944,0.046835,0.065118,0.100953,0.100321,0.098033,0.079974
3.98000,0.073723,0.087336,0.033031,-0.029144,0.042179,0.062927,0.029864,0.046594,0.083929,0.092702,0.088156,0.060724
3.98200,0.070679,0.068716,0.027302,-0.038507,0.031535,0.053051,0.033048,0.060695,0.081852,0.099812,0.081636,0.074093
3.98400,0.069947,0.090591,0.045842,-0.041412,0.037887,0.049211,0.051466,0.031353,0.062510,0.060306,0.085738,0.063662
3.98600,0.065876,0.072117,0.025461,-0.027965,0.024223,0.021745,0.035928,0.051400,0.058008,0.065840,0.079504,0.048565
3.98800,0.043624,0.069322,0.035771,-0.042853,0.016097,0.028484,0.033912,0.053603,0.073146,0.065758,0.058359,0.045534
3.99000,0.061533,0.051382,0.010625,-0.029613,0.023785,0.040096,0.021129,0.061842,0.073544,0.049463,0.057414,0.037187
3.99200,0.043007,0.040132,0.014602,-0.022292,0.023795,0.019332,0.004793,0.021460,0.061952,0.054068,0.052064,0.058389
3.99400,0.031769,0.052530,0.009127,-0.021026,0.000986,0.026141,0.022391,0.038062,0.030673,0.048663,0.056040,0.038935
3.99600,0.047122,0.050876,0.017116,-0.024764,0.019229,0.018116,0.027931,0.037088,0.053581,0.069831,0.051631,0.042259
3.99800,0.036990,0.048980,0.027471,-0.022023,0.003907,0.011326,0.029494,0.035616,0.043321,0.025550,0.033473,0.017366
4.00000,0.020224,0.030880,0.005167,-0.001246,0.002365,0.016648,0.009901,0.028836,0.041935,0.030704,0.018661,0.025936
4.00200,0.033099,0.022243,0.021005,-0.026309,0.007352,0.016286,0.035560,0.033547,0.034956,0.025035,0.021062,0.020401
4.00400,0.042732,0.043640,0.011530,-0.021649,-0.005373,0.014318,0.019840,0.028887,0.032454,0.024928,0.034728,0.023395
4.00600,0.032873,0.030065,0.017006,-0.009669,0.006656,0.029264,0.002542,0.027883,0.021285,0.025395,0.029546,0.017383
4.00800,0.011212,0.015410,-0.003246,-0.011545,0.013638,0.014734,-0.003938,0.020417,0.033024,0.014768,0.015049,0.029898
4.01000,0.017855,0.033513,0.004050,-0.025293,0.009021,0.013564,0.013799,0.008585,0.016442,0.044608,0.016251,0.034743
4.01200,0.006224,0.022663,0.010550,-0.000744,0.008482,0.006158,0.010834,0.000501,-0.006298,0.005845,0.035778,0.025309
4.01400,0.034742,0.023357,-0.008804,-0.018752,0.010869,0.003033,-0.000848,0.003029,0.009474,0.000066,0.022148,0.007827
4.01600,0.027193,0.033321,0.004798,0.002803,0.018086,0.012476,0.006121,0.025639,0.022215,0.015675,0.010994,0.013687
4.01800,0.022430,0.021841,-0.001037,-0.008555,0.007916,0.005177,0.006263,0.001510,0.005799,0.018681,0.016894,0.009221
4.02000,0.033546,0.011676,0.011542,-0.003473,0.000868,0.015327,0.017537,0.010408,0.017654,0.042850,0.004165,0.009056
4.02200,0.016283,0.012107,-0.004131,-0.010463,0.002798,0.004891,0.006397,0.025266,0.013661,0.009068,0.018762,0.016537
4.02400,-0.001215,0.004803,-0.007268,-0.001629,0.013298,0.004685,0.017719,0.002665,0.007080,0.010912,0.012501,0.025710
4.02600,-0.002541,0.015497,0.004176,0.007398,-0.009137,-0.005346,0.021909,0.020210,0.020093,0.009240,0.020257,0.008314
4.02800,-0.003109,0.007532,0.000428,-0.014334,-0.001904,-0.001307,0.009581,0.016591,0.019531,0.020394,-0.002012,0.013114
4.03000,0.015134,0.012148,-0.006645,-0.032665,0.005030,-0.003217,0.012900,-0.008578,0.012987,0.004134,-0.005491,0.002119
4.03200,0.004778,0.015528,0.010488,0.009183,0.010664,-0.000004,-0.000861,0.007142,0.003300,-0.008899,-0.013610,0.013564
4.03400,0.006815,0.026235,-0.002865,0.007511,0.004263,0.008983,0.003862,0.016049,0.011250,0.002143,0.005273,0.003067
4.03600,0.005927,0.008136,-0.002266,-0.008404,0.002433,-0.014041,0.006926,0.008244,-0.025562,-0.004747,0.005489,-0.017674
4.03800,0.009010,0.015174,0.006547,0.007048,0.001220,0.011902,0.009585,0.002801,0.005847,-0.011055,-0.008382,0.014480
4.04000,0.014583,-0.003392,-0.013702,-0.022058,0.013603,0.006454,0.021457,0.016401,0.024846,0.013408,-0.000960,0.000555
4.04200,0.014944,-0.009928,0.007171,-0.006185,0.014741,-0.002848,-0.005265,0.012928,-0.028206,0.015285,0.007167,-0.002425
4.04400,0.010117,-0.000880,0.007588,-0.000986,0.009249,-0.007086,-0.004868,0.021537,0.006819,0.002380,-0.005235,-0.001968
4.04600,0.005519,-0.008512,0.000741,-0.004377,-0.018168,0.002350,0.013981,-0.001605,0.001252,0.006436,-0.002527,-0.014520
4.04800,0.003207,-0.001131,-0.005418,0.012242,0.002471,-0.005409,-0.005321,0.018515,0.011261,-0.014293,0.009323,-0.002239
4.05000,-0.003157,0.014378,0.008181,-0.010081,0.001088,0.008327,0.000273,0.006534,-0.004076,0.016282,0.017616,-0.004052
4.05200,-0.011711,-0.001809,0.009634,0.000610,0.000648,0.003641,-0.013462,0.001792,0.001716,-0.003235,0.010799,-0.004168
4.05400,-0.004018,0.009800,0.007245,-0.000659,0.003459,0.005651,0.004696,-0.007719,0.010995,0.023179,0.006586,-0.000345
4.05600,0.014101,0.008969,-0.006658,-0.002262,-0.004668,0.011965,-0.011906,0.014631,-0.004298,0.005825,-0.001774,0.006052
4.05800,0.013882,0.008869,-0.011367,-0.003830,0.002423,0.020498,-0.003923,-0.002063,-0.005366,0.002195,0.009134,-0.007832
4.06000,0.016254,0.015154,0.008906,0.005084,0.025598,-0.009088,-0.004341,0.023532,-0.009994,0.005791,0.000691,-0.007355
4.06200,-0.007433,0.000254,0.003518,0.003794,0.006968,0.002209,0.001472,0.007988,-0.004125,-0.010806,0.010772,-0.018926
4.06400,0.007666,0.015193,-0.011793,-0.023580,-0.007617,0.004551,-0.008627,0.012174,0.008669,-0.007473,0.010000,-0.012570
4.06600,-0.002572,0.004587,0.014093,0.006827,0.016041,-0.013180,0.033438,-0.007140,0.004943,0.018205,0.007425,0.014061
4.06800,-0.010413,-0.009086,-0.003743,-0.006834,0.002050,-0.001885,-0.010706,0.003961,-0.012080,-0.004634,0.005400,-0.007221
4.07000,0.001741,0.008830,0.015708,0.011017,0.009850,0.006392,-0.011670,-0.006959,-0.006743,-0.003147,0.000768,-0.007838
4.07200,-0.002515,0.013469,-0.003785,-0.020762,-0.002011,-0.000162,-0.002656,0.023264,0.011420,0.019445,-0.004109,0.009429
4.07400,0.004368,0.001275,-0.007832,0.000949,-0.018777,0.010957,0.029060,0.016615,-0.019195,0.004190,-0.005558,-0.004512
4.07600,-0.000927,0.013951,0.007922,-0.009777,0.006408,0.002786,0.021429,-0.013277,0.000740,-0.007358,0.001679,-0.018756
4.07800,-0.007607,0.000939,-0.005526,-0.010284,-0.000574,-0.004526,-0.008534,-0.001000,0.002111,0.005444,-0.015541,-0.002525
4.08000,0.013550,-0.012499,0.001743,-0.006377,0.011550,0.013438,0.003450,-0.003589,-0.014040,-0.003182,-0.006523,0.001974
4.08200,0.017251,0.021115,0.003526,-0.000188,-0.000644,0.004164,-0.001206,0.019081,-0.005585,0.003387,-0.004135,0.011132
4.08400,0.019859,0.008772,0.002515,-0.000829,0.006552,-0.003361,0.017452,0.019284,0.012167,0.010553,-0.001795,0.020098
4.08600,-0.011746,-0.004858,0.021896,-0.005298,-0.007105,-0.014942,0.011486,0.013728,0.004419,-0.013574,0.001566,-0.005720
4.08800,0.011229,0.017150,0.005330,0.003201,0.016538,0.018595,-0.010470,0.006548,-0.009157,-0.004781,0.013964,-0.008788
4.09000,0.000774,0.015117,0.005645,-0.017200,0.000341,-0.000391,-0.007441,0.022499,0.003269,0.003536,0.013035,0.004085
4.09200,-0.010466,0.003021,0.005502,0.000857,0.012036,0.010738,0.006850,0.000870,0.003349,0.022422,-0.013251,0.013853
4.09400,0.007293,-0.003638,0.001389,0.005421,-0.012118,0.003928,0.007632,-0.006151,0.004432,0.017262,0.005172,-0.005636
4.09600,-0.012709,-0.014096,0.011300,-0.002494,0.000850,0.000272,-0.005273,0.020049,0.010054,0.018182,-0.008555,0.008838
4.09800,0.009541,-0.007776,-0.006974,-0.008630,0.011907,0.004628,-0.004998,0.009663,-0.003250,0.004825,0.002621,-0.005469
4.10000,0.012467,0.003988,-0.020873,-0.002405,0.016642,-0.019607,0.010995,0.005086,-0.008759,0.003431,-0.007794,-0.012084
4.10200,0.006946,0.006268,-0.016087,-0.005891,0.002161,-0.013055,0.012693,-0.004449,0.007221,0.010011,-0.005850,0.006394
4.10400,0.004316,0.007504,-0.002647,0.008906,0.008919,0.017616,0.012568,-0.010454,-0.002197,0.007945,0.013292,-0.003815
4.10600,0.003340,0.006627,0.000613,0.009225,-0.007825,0.007509,-0.005700,0.007123,-0.005676,0.000979,0.012626,-0.006320
4.10800,0.003986,0.009926,0.000584,-0.003341,0.002020,-0.006165,0.009534,0.010055,0.020494,0.006580,0.014259,-0.001759
4.11000,0.008027,-0.005295,0.004083,-0.003809,0.011348,-0.017313,0.000503,0.000063,0.010014,-0.003119,-0.000532,0.015500
4.11200,-0.002775,-0.000045,0.012866,-0.021271,0.005935,0.005959,0.004713,-0.014372,-0.010299,-0.004162,-0.004695,0.009750
4.11400,-0.000924,0.017659,0.001486,0.005230,-0.004471,-0.003169,0.006410,0.011619,-0.002817,0.016524,0.001384,0.018525
4.11600,-0.008550,0.000466,0.008094,-0.001460,-0.003578,0.009000,0.011457,-0.000786,0.011145,-0.000135,-0.003926,0.015848
4.11800,-0.001991,-0.000846,0.009224,-0.010332,-0.007117,0.000187,0.003133,0.012239,0.001884,-0.002239,-0.008683,0.000213
4.12000,-0.000982,0.014711,-0.013897,-0.018154,-0.016131,0.000378,0.006456,0.018879,-0.012088,0.005592,-0.002237,0.019084
4.12200,0.006846,0.018742,0.001454,0.009471,0.005483,-0.003553,0.011353,0.000112,-0.018283,0.003053,-0.008192,0.008457
4.12400,0.018491,0.006843,0.007112,-0.013051,-0.005766,-0.003089,0.021337,-0.000982,0.006397,-0.013847,-0.001130,0.004523
4.12600,0.002142,0.001080,0.005908,0.003671,-0.009880,-0.010433,0.007586,0.011020,-0.009643,0.010724,-0.009894,0.001656
4.12800,0.015987,-0.012084,0.001557,-0.003315,-0.009240,0.010093,-0.007120,-0.003477,-0.007168,0.008356,0.009258,0.016628
4.13000,0.001052,-0.004252,0.016220,-0.007367,0.008525,0.018466,0.009839,-0.014888,-0.006661,-0.003683,0.011989,-0.004466
4.13200,0.010975,0.005999,0.003067,-0.001623,-0.005673,0.015977,0.003180,0.017825,-0.005406,-0.012722,0.017502,-0.008401
4.13400,0.004439,0.000068,-0.000189,-0.004859,-0.009212,-0.009486,0.003906,-0.004207,0.020467,0.004661,0.017386,-0.001687
4.13600,0.011105,-0.002219,-0.008094,-0.004144,-0.000454,0.027963,-0.011451,-0.003710,0.010442,0.002211,0.004930,0.010628
4.13800,0.001784,-0.003451,-0.012309,-0.002539,0.006845,0.004292,0.013273,-0.001382,0.006140,-0.004464,-0.015555,0.008678
4.14000,-0.001494,0.009992,-0.005022,-0.017266,-0.007591,-0.000775,-0.005198,-0.000111,0.008790,0.003628,0.008113,0.001382
4.14200,-0.003682,-0.006138,-0.020751,0.003763,0.012249,-0.007688,-0.007870,-0.005844,0.006662,0.004718,0.001120,0.002354
4.14400,-0.013433,0.002296,-0.000902,0.002635,-0.005764,-0.003140,0.003626,0.029178,-0.002644,0.023984,-0.005667,0.003468
4.14600,-0.006101,0.017183,0.002357,-0.000151,0.011584,0.015150,-0.004864,0.005264,-0.001388,0.015465,-0.017196,0.024708
4.14800,0.001017,-0.016736,0.003936,-0.010386,0.001822,0.003560,0.012334,-0.015233,0.007484,0.015516,-0.009153,0.010537
4.15000,0.011402,-0.001448,-0.017793,-0.000541,-0.003159,0.017876,-0.000519,0.009943,0.007121,0.006059,-0.008493,-0.003999
4.15200,0.004458,0.003151,0.000174,0.005573,0.002062,0.009540,0.002719,0.006749,-0.001461,-0.010653,0.012270,0.011827
4.15400,0.009902,-0.003973,0.012169,-0.001122,0.003287,-0.004174,-0.002998,-0.003216,0.007411,-0.002531,0.003639,-0.002125
4.15600,-0.009178,0.004597,0.002536,-0.001378,-0.027637,0.012747,0.001795,-0.006395,0.022731,0.004573,0.011282,0.004620
4.15800,-0.019343,0.015974,-0.009995,0.008578,0.000376,-0.005982,-0.022332,-0.001564,-0.006117,0.004681,-0.006881,0.010448
4.16000,-0.001669,-0.000300,0.020920,0.005576,-0.004740,0.006160,-0.014057,-0.004282,0.002133,-0.002951,-0.005901,0.009715
4.16200,-0.002349,-0.003831,-0.004675,-0.008748,0.009417,0.005416,-0.012906,0.016322,0.014529,0.001602,-0.005725,0.003594
4.16400,-0.002043,0.009276,0.000859,0.010180,-0.014360,-0.003524,0.004652,-0.001722,-0.000229,-0.006903,0.022831,0.001628
4.16600,0.010472,-0.003435,-0.003319,-0.003085,0.017751,0.015997,0.022298,0.018086,0.018532,0.002397,-0.002694,0.016290
4.16800,-0.003330,0.009501,-0.004755,-0.012663,0.002244,-0.006172,-0.001083,0.011787,0.002109,0.014349,-0.000233,0.006874
4.17000,-0.006168,0.017220,-0.018686,0.000373,0.007133,-0.022904,-0.014109,-0.011674,0.003205,0.001996,0.000858,0.009496
4.17200,0.026023,-0.005593,0.004757,-0.002030,0.012306,-0.018181,-0.013894,-0.007279,-0.006563,0.006961,-0.000471,-0.016191
4.17400,-0.003556,-0.011480,-0.006248,-0.004442,-0.006084,0.014527,0.023941,0.008120,-0.011092,0.018587,0.024690,0.001683
4.17600,0.007453,0.015108,0.003171,0.009701,0.007058,-0.003385,-0.002879,0.000809,-0.002606,0.017487,0.007392,0.001626
4.17800,0.011708,0.005173,0.011414,0.013204,0.003327,-0.003104,-0.009609,0.020596,0.007870,-0.001153,0.003334,-0.007483
4.18000,0.016954,0.007456,-0.002347,-0.017084,0.022323,0.003832,-0.019810,-0.002316,0.003871,0.006217,-0.006351,0.014872
4.18200,0.009568,0.004923,-0.005215,-0.020103,-0.002849,0.000620,-0.009655,0.006210,0.011958,0.000136,0.000368,0.003434
4.18400,0.020128,0.018475,-0.015006,-0.007591,0.026612,-0.000546,0.019119,0.008307,0.016590,0.001349,0.005269,0.009026
4.18600,0.003820,0.004080,0.015262,-0.004310,0.014674,-0.003077,-0.001025,0.010582,0.009343,0.014428,0.004910,0.003515
4.18800,-0.000563,-0.010706,-0.002701,0.007429,0.001125,0.004819,0.014287,-0.005433,0.007832,-0.000435,0.015631,-0.010447
4.19000,0.000689,-0.000196,-0.001899,-0.008153,0.020104,0.000758,0.000702,-0.010437,-0.008444,-0.002285,-0.007174,0.008874
4.19200,-0.001530,0.000430,0.000034,-0.011614,-0.010453,-0.003672,0.004143,0.002570,-0.003748,0.020603,0.008288,0.010448
4.19400,0.019130,-0.004041,0.010735,-0.000296,0.004717,-0.011807,-0.005668,0.003738,0.004142,0.020213,0.001114,0.006394
4.19600,0.001276,-0.007664,-0.001888,-0.001782,0.018774,0.015062,-0.002950,-0.004940,0.004424,-0.000171,0.028714,0.012301
4.19800,0.003880,-0.000116,-0.008802,-0.003610,-0.022892,-0.000620,-0.002076,0.018620,-0.012195,0.014195,0.001707,0.011731
4.20000,-0.002676,0.009134,0.009739,0.022014,-0.005698,0.001968,0.001416,-0.001745,0.003978,0.005807,0.001786,-0.012339
4.20200,0.007122,-0.008763,0.000830,0.007073,-0.010201,0.001993,0.004383,0.003571,0.000439,0.005774,0.011710,-0.005405
4.20400,0.003021,0.012253,-0.004049,-0.014268,0.009571,0.010027,0.011763,0.003965,-0.001214,0.020345,0.017218,0.012148
4.20600,-0.000069,0.006569,-0.006718,-0.012757,0.003130,0.006481,0.007978,0.005156,0.024819,-0.003638,0.017967,0.000618
4.20800,0.013817,-0.003322,0.023021,0.011210,-0.013089,0.016095,0.004478,0.013043,0.005284,0.004679,-0.007803,0.000183
4.21000,0.004768,-0.010392,-0.007501,-0.002427,0.006811,-0.000703,0.016354,-0.000497,0.011426,0.018799,-0.001903,0.015998
4.21200,0.003835,-0.002282,0.017663,0.013424,-0.000319,0.014201,0.012580,0.004458,0.026857,0.005242,-0.000478,0.005347
4.21400,0.004316,0.001913,-0.000407,-0.015206,0.008722,-0.009127,0.013845,0.011562,0.002042,0.002782,-0.000313,0.005241
4.21600,0.022462,0.009429,-0.001710,0.014752,-0.000940,0.000709,0.024043,0.011428,0.017545,0.012667,0.011356,0.011927
4.21800,0.013008,0.027744,-0.008809,-0.025201,0.000287,-0.010140,0.004868,-0.006522,0.006370,0.017396,0.001262,-0.001810
4.22000,0.013304,-0.000883,0.001714,-0.003615,-0.009448,0.013356,-0.007209,0.013762,0.009700,-0.003618,0.002840,0.013702
4.22200,0.002904,0.027796,-0.007130,0.009298,-0.013051,0.001719,0.013032,-0.013512,0.008667,-0.003972,-0.006662,-0.001789
4.22400,0.000290,0.001586,-0.003418,-0.010787,-0.022486,0.017228,0.023779,0.009383,0.003225,-0.002905,0.008881,0.008036
4.22600,-0.003186,0.004640,0.009609,0.000365,0.002364,0.005340,-0.003864,0.004398,0.006709,-0.000508,0.005034,0.014179
4.22800,0.015751,-0.014951,-0.011649,0.007195,0.007017,0.008422,-0.010373,0.005653,0.011698,0.010943,-0.000839,-0.000272
4.23000,0.008671,0.008227,0.015016,-0.024687,-0.002917,0.016224,-0.007941,0.006039,0.020062,-0.003075,0.009502,0.024105
4.23200,-0.006769,-0.012912,0.012659,-0.007375,0.002381,0.004854,0.015326,0.002183,0.015783,0.014300,0.006201,0.015676
4.23400,0.008657,0.005583,0.031898,-0.022221,-0.008425,-0.005831,-0.000890,0.006708,0.003902,0.029052,0.001251,-0.005235
4.23600,0.005845,0.002232,-0.002485,0.006285,0.005916,0.015177,-0.007233,0.010973,0.006227,0.000750,-0.009142,0.004567
4.23800,-0.005725,0.013542,0.006744,0.001868,0.030184,0.016568,-0.016655,0.010811,0.008144,0.008927,0.001397,0.014381
4.24000,-0.022018,-0.006596,0.008282,-0.001047,0.011791,0.000368,-0.002103,0.012665,0.007704,-0.010174,0.015579,-0.005343
4.24200,0.014379,0.008372,0.007919,0.007101,-0.007193,0.010549,0.002588,0.002493,0.006172,0.001926,0.006751,0.007793
4.24400,-0.000575,0.017312,0.003178,-0.013841,0.007296,0.009265,-0.010913,0.007891,0.002444,0.009472,0.004692,0.009241
4.24600,0.007570,-0.015797,0.003021,0.002392,0.009914,0.016363,0.006548,0.018000,0.014664,0.002350,-0.000412,0.018044
4.24800,0.012728,-0.010567,-0.008113,0.008423,0.004410,-0.012799,0.007589,0.014879,0.012694,0.006582,0.004538,0.000275
4.25000,0.000758,0.009389,0.027144,0.022471,0.001204,-0.010390,0.002340,0.002373,0.003823,-0.009373,0.005814,-0.000864
4.25200,0.006333,-0.008535,0.002627,-0.015081,-0.005371,-0.002179,-0.002165,-0.000229,0.000763,0.001054,-0.000384,-0.000123
4.25400,0.002445,0.025363,0.011351,-0.009042,-0.010665,0.015478,0.003140,0.008666,0.017833,-0.011642,0.000585,0.007453
4.25600,0.019720,0.006002,0.003080,-0.003518,0.002479,0.005796,-0.002353,-0.001798,0.002654,0.013407,0.018192,0.006942
4.25800,0.003300,0.019027,0.007838,0.004103,0.001698,0.000220,0.008172,0.003745,0.018043,-0.001405,0.009976,0.005895
4.26000,-0.003967,0.003453,-0.007989,-0.006651,0.000315,0.030524,-0.006887,0.011718,0.002001,0.010964,0.003444,-0.002160
4.26200,0.020191,0.018049,-0.014792,-0.004629,-0.000535,-0.011283,0.005057,0.010379,0.007073,0.011969,0.024266,0.001351
4.26400,0.018486,0.028580,-0.026190,-0.005428,0.016397,0.007840,-0.002554,0.019552,0.015436,-0.008298,0.015050,0.004128
4.26600,0.008259,-0.004411,0.007856,-0.001542,-0.006173,0.001253,0.017588,0.020688,-0.007940,0.012618,0.004083,0.000956
4.26800,0.008804,0.022254,0.008008,-0.012590,0.003725,0.009084,0.014595,0.004985,0.008238,0.010076,0.013568,-0.012441
4.27000,0.020174,0.010563,0.002749,-0.013848,0.005863,0.024264,-0.002173,-0.010333,0.011303,0.008115,0.006747,-0.008865
4.27200,0.010682,0.013771,-0.039977,-0.001526,0.010849,-0.004100,-0.017353,0.006689,0.028202,0.011470,0.029569,0.009582
4.27400,0.004408,-0.000182,0.016708,-0.016289,-0.002738,0.000697,0.006695,0.006304,-0.007589,-0.003677,0.024328,0.007157
4.27600,0.006655,0.004137,0.005543,-0.010555,0.014411,0.013368,0.003721,0.014993,0.005542,0.003857,0.017215,0.005417
4.27800,-0.001353,0.023432,0.000938,0.001357,0.018396,-0.007648,0.000801,0.015563,0.004291,0.003701,0.006039,0.003423
4.28000,0.003677,0.011751,0.003719,0.013960,0.006702,0.021598,0.005290,0.023293,0.006026,0.020350,0.009225,0.022547
4.28200,-0.000857,0.003280,0.006806,-0.012567,0.018080,0.003354,0.009273,0.016316,0.013424,0.001077,-0.005450,-0.009943
4.28400,-0.001979,0.000503,-0.004925,0.001436,-0.009860,-0.010911,0.005765,0.023836,-0.001713,0.007166,0.007166,0.017337
4.28600,0.015485,0.003520,0.011996,-0.002488,0.011518,0.023037,-0.017645,-0.007919,-0.005953,-0.003948,0.008713,0.007762
4.28800,0.024114,0.021909,0.005709,-0.004538,0.010086,0.009278,-0.000726,0.012931,0.002405,0.007388,0.006137,0.000650
4.29000,0.000493,0.008506,0.001568,-0.015532,0.019853,0.021804,0.020105,0.017648,0.006416,-0.001039,-0.002407,-0.010640
4.29200,0.003634,-0.009145,0.003782,-0.000839,-0.001950,-0.000383,0.003177,0.011574,0.003998,0.024904,-0.001188,0.000367
4.29400,0.002065,0.005807,0.004747,0.001763,0.000078,0.020454,-0.014488,0.008557,0.007688,-0.005188,-0.006534,0.007377
4.29600,0.017947,0.011612,0.001708,-0.006874,-0.001699,0.000822,0.009829,0.016287,0.012453,0.001340,0.012968,0.016300
4.29800,-0.011264,0.010714,-0.002879,-0.002788,-0.009363,-0.005655,0.002413,0.000371,0.002278,-0.000571,0.011588,0.016600
4.30000,-0.002802,0.010099,-0.001989,-0.001522,0.013817,0.007111,0.002284,-0.004489,0.017970,0.023978,-0.011268,0.011811
4.30200,0.004865,-0.004797,0.019095,0.001044,0.023278,-0.003016,-0.001064,-0.008830,0.007773,-0.008300,0.004269,0.017305
4.30400,0.011744,0.016971,0.003560,0.003312,0.001823,-0.007640,0.008119,0.005125,-0.000616,-0.002659,0.019130,-0.009782
4.30600,-0.001504,0.011127,0.008190,-0.001873,-0.011701,0.015193,0.002368,-0.008521,0.017629,0.007155,-0.010430,-0.019562
4.30800,0.005039,0.001504,0.004903,-0.002769,-0.004620,0.008791,0.005640,-0.004528,0.014781,0.010081,0.005644,0.009635
4.31000,-0.001194,-0.000027,0.001237,-0.013385,0.017736,0.007088,0.010541,0.023260,0.021300,0.028661,-0.000746,0.022430
4.31200,0.002834,0.005904,0.004539,-0.003230,0.003071,0.007980,0.018595,-0.015170,-0.006643,-0.004089,0.010726,0.007722
4.31400,0.010832,0.026567,0.002971,-0.017792,0.007588,0.022756,0.023154,0.005630,0.009174,0.011899,0.013792,0.005389
4.31600,0.002572,0.023384,0.017666,-0.003740,-0.002216,-0.000867,-0.007182,-0.005634,0.005105,0.001761,0.010753,0.001845
4.31800,-0.001683,0.004596,-0.021573,-0.000459,0.001116,0.018566,-0.000377,0.004904,-0.001033,0.029108,0.010794,0.018750
4.32000,0.004112,0.014205,-0.006416,-0.010108,0.000567,-0.003385,0.011084,0.014596,0.019466,0.000085,0.002548,0.006508
4.32200,0.013861,-0.003598,0.000156,0.005645,0.004469,0.004286,-0.006926,0.003294,0.014804,0.018992,-0.007969,0.010886
4.32400,0.004226,-0.000107,0.020635,0.001747,-0.006947,-0.004448,0.005797,-0.007642,0.006300,0.014235,-0.004235,0.008897
4.32600,0.012477,0.003203,0.006473,0.001151,0.007833,-0.000713,0.012575,0.003976,0.010919,0.010721,0.009201,-0.011744
4.32800,0.019426,0.015455,0.004461,-0.000016,0.000132,0.005137,0.009789,-0.012770,0.002907,0.005707,0.007548,0.003598
4.33000,0.003635,0.015260,0.011468,-0.002627,0.014949,0.012820,0.020184,0.025109,0.007652,0.005877,0.006812,0.007195
4.33200,0.021120,0.021324,0.007087,-0.015073,0.002425,0.008064,0.009651,-0.016856,0.017688,0.022086,0.008841,0.027159
